team,player_name
RCB,Iqbal Abdulla
RCB,Adam Milne
RCB,Sachin Baby
RCB,Travis Head
RCB,Parveez Rasool
RCB,Stuart Binny
RCB,Shane Watson
RCB,Samuel Badree
RCB,Vikramjeet Malik
RCB,Chris Jordan
RCB,Kane Richardson
RCB,Tabraiz Shamsi
RCB,Pravin Dubey
RCB,Vishnu Vinod
RCB,Harpreet Singh
RCB,Pawan Negi
RCB,Billy Stanlake
RCB,Aniket Choudhary
RCB,Tymal Mills
RCB,Avesh Khan
RCB,Quinton De Kock
RCB,Brendon McCullum
RCB,Pavan Deshpande
RCB,Manan Vohra
RCB,Moeen Ali
RCB,Chris Woakes
RCB,Corey Anderson
RCB,Colin De Grandhomme
RCB,Washington Sundar
RCB,Mohammed Siraj
RCB,Navdeep Saini
RCB,Murugan Ashwin
RCB,Tim Southee
RCB,Kulwant Khejroliya
RCB,Umesh Yadav
RCB,Heinrich Klaasen
RCB,Shimron Hetmyer
RCB,Milind Kumar
RCB,Devdutt Padikkal
RCB,Himmat Singh
RCB,Akshdeep Nath
RCB,Shivam Dube
RCB,Prayas Ray Barman
RCB,Josh Philippe
RCB,Aaron Finch
RCB,Isuru Udana
RCB,Adam Zampa
RCB,Finn Allen
RCB,K.S Bharat
RCB,Mohammed Azharuddeen
RCB,Suyash S Prabhudessai
RCB,Rajat Patidar
RCB,Scott Kuggeleijn
RCB,Wanindu Hasaranga
RCB,Glenn Maxwell
RCB,Daniel Sams
RCB,Tim David
RCB,Kyle Jamieson
RCB,Akash Deep
RCB,Dushmantha Chameera
RCB,George Garton
RCB,Faf Du Plessis
RCB,Anuj Rawat
RCB,Luvnith Sisodia
RCB,Sherfane Rutherford
RCB,David Willey
RCB,Mahipal Lomror
RCB,Shahbaz Ahamad
RCB,Aneeshwar Gautam
RCB,Jason Behrendorff
RCB,Josh Hazlewood
RCB,Karn Sharma
RCB,Will Jacks
RCB,Michael Bracewell
RCB,Sonu Yadav
RCB,Manoj Bhandage
RCB,Reece Topley
RCB,Himanshu Sharma
RCB,Rajan Kumar
RCB,Vyshak Vijaykumar
RCB,Wayne Parnell
RCB,Avinash Singh
RCB,Cameron Green
RCB,Saurav Chauhan
RCB,Swapnil Singh
RCB,Mayank Dagar
RCB,Alzarri Joseph
RCB,Lockie Ferguson
RCB,Yash Dayal
RCB,Tom Curran
RCB,Phil Salt
RCB,Jitesh Sharma
RCB,Swastik Chhikara
RCB,Liam Livingstone
RCB,Krunal Pandya
RCB,Romario Shepherd
RCB,Blessing Muzarabani
RCB,Rasikh Dar
RCB,Lungisani Ngidi
RCB,Abhinandan Singh
RCB,Mohit Rathee
RCB,Nuwan Thushara
RCB,Suyash Sharma
RCB,Jordan Cox
RCB,Jacob Bethell
RCB,Venkatesh Iyer
RCB,Satvik Deswal
RCB,Mangesh Yadav
RCB,Vicky Ostwal
RCB,Vihaan Malhotra
RCB,Kanishk Chouhan
RCB,Jacob Duffy
RR,Mahesh Rawat
RR,Graeme Smith
RR,Mohammad Kaif
RR,Ravindra Jadeja
RR,Gajendra Singh
RR,Yusuf Pathan
RR,Shane Watson
RR,Dimitri Mascarenhas
RR,Dinesh Salunkhe
RR,Pankaj Singh
RR,Siddharth Trivedi
RR,Munaf Patel
RR,Morne Morkel
RR,Naman Ojha
RR,Siddharth Chitnis
RR,Abhishek Raut
RR,Raiphi Gomez
RR,Johan Botha
RR,Amit Singh
RR,Shaun Tait
RR,Kamran Khan
RR,Amit Paunikar
RR,Paras Dogra
RR,Faiz Fazal
RR,Abhishek Jhunjhunwala
RR,Aaron Finch
RR,Shrikant Wagh
RR,Sumit Narwal
RR,Aditya Dole
RR,Dishant Yagnik
RR,Rahul Dravid
RR,Aakash Chopra
RR,Ajinkya Rahane
RR,Ankeet Chavan
RR,Ross Taylor
RR,Ashok Menaria
RR,Stuart Binny
RR,Paul Collingwood
RR,Jacob Oram
RR,Deepak Chahar
RR,Shreevats Goswami
RR,Owais Shah
RR,Brad Hodge
RR,Ajit Chandila
RR,Brad Hogg
RR,Kevon Cooper
RR,Shanthakumaran Sreesanth
RR,Sanju Samson
RR,Kushal Janith Perera
RR,Sachin Baby
RR,James Faulkner
RR,Pravin Tambe
RR,Harmeet Singh
RR,Rahul Shukla
RR,Samuel Badree
RR,Vikramjeet Malik
RR,Ankush Bains
RR,Karun Nair
RR,Unmukt Chand
RR,Abhishek Nayar
RR,Steve Smith
RR,Deepak Hooda
RR,Rajat Bhatia
RR,Ankit Sharma
RR,Ben Cutting
RR,Rahul Tewatia
RR,Iqbal Abdulla
RR,Kane Richardson
RR,Dhawal Kulkarni
RR,Tim Southee
RR,Chris Morris
RR,Juan Theron
RR,Barinder Sran
RR,Prashant Chopra
RR,Jos Buttler
RR,Aryaman Birla
RR,Heinrich Klaasen
RR,Rahul Tripathi
RR,Ben Stokes
RR,Shreyas Gopal
RR,Krishnappa Gowtham
RR,Mahipal Lomror
RR,Jofra Archer
RR,Dushmantha Chameera
RR,Sudhesan Midhun
RR,Jaydev Unadkat
RR,Ish Sodhi
RR,Ben Laughlin
RR,Anureet Singh
RR,Ashton Turner
RR,Riyan Parag
RR,Shashank Singh
RR,Manan Vohra
RR,Shubham Ranjane
RR,Liam Livingstone
RR,Oshane Thomas
RR,Yashasvi Jaiswal
RR,David Miller
RR,Robin Uthappa
RR,Anirudha Joshi
RR,Andrew Tye
RR,Kartik Tyagi
RR,Ankit Rajpoot
RR,Mayank Markande
RR,Akash Singh
RR,Tom Curran
RR,Glenn Phillips
RR,Evin Lewis
RR,Shivam Dube
RR,Kuldip Yadav
RR,Tabraiz Shamsi
RR,Chetan Sakariya
RR,KC Cariappa
RR,Mustafizur Rahman
RR,Devdutt Padikkal
RR,Rassie Van Der Dussen
RR,Shimron Hetmyer
RR,Dhruv Jurel
RR,Anunay Singh
RR,Daryl Mitchell
RR,Ravichandran Ashwin
RR,Corbin Bosch
RR,Shubham Garhwal
RR,Kuldeep Sen
RR,Nathan Coulter-Nile
RR,Navdeep Saini
RR,Obed McCoy
RR,Prasidh Krishna
RR,Tejas Baroka
RR,Trent Boult
RR,Yuzvendra Chahal
RR,Kunal Rathore
RR,Donovan Ferreira
RR,Joe Root
RR,Jason Holder
RR,Akash Vashisht
RR,Abdul P A
RR,KM Asif
RR,Murugan Ashwin
RR,Adam Zampa
RR,Rovman Powell
RR,Shubham Dubey
RR,Tom Kohler-Cadmore
RR,Tanush Kotian
RR,Abid Mushtaq
RR,Avesh Khan
RR,Keshav Maharaj
RR,Nandre Burger
RR,Vaibhav Suryavanshi
RR,Lhuan-dre Pretorius
RR,Wanindu Hasaranga
RR,Yudhvir Singh Charak
RR,Fazalhaq Farooqi
RR,Maheesh Theekshana
RR,Akash Madhwal
RR,Kumar Kartikeya Singh
RR,Ashok Sharma
RR,Tushar Deshpande
RR,Kwena Maphaka
RR,Ravi Singh
RR,Aman Rao Perala
RR,Sam Curran
RR,Ravi Bishnoi
RR,Sushant Mishra
RR,Yash Raj Punja
RR,Vignesh Puthur
RR,Brijesh Sharma
RR,Adam Milne
SRH,Quinton De Kock
SRH,Kumar Sangakkara
SRH,Parthiv Patel
SRH,Akshath Reddy
SRH,Hanuma Vihari
SRH,Thalaivan Sargunam
SRH,Dwaraka Ravi Teja
SRH,Shikhar Dhawan
SRH,Cameron White
SRH,Chris Lynn
SRH,Darren Sammy
SRH,Thisara Perera
SRH,Ankit Sharma
SRH,JP Duminy
SRH,Biplap Samantray
SRH,Sachin Rana
SRH,Sudeep Tyagi
SRH,Clint McKay
SRH,Amit Mishra
SRH,Karn Sharma
SRH,Nathan McCullum
SRH,Anand Rajan
SRH,Ashish Reddy
SRH,Ishant Sharma
SRH,Dale Steyn
SRH,Veer Pratap Singh
SRH,KL Rahul
SRH,Amit Paunikar
SRH,Ricky Bhui
SRH,Naman Ojha
SRH,Aaron Finch
SRH,David Warner
SRH,Srikkanth Anirudha
SRH,Manpreet Juneja
SRH,Moises Henriques
SRH,Parveez Rasool
SRH,Irfan Pathan
SRH,Jason Holder
SRH,Venugopal Rao
SRH,Bhuvneshwar Kumar
SRH,Chama Milind
SRH,Eoin Morgan
SRH,Kevin Pietersen
SRH,Kane Williamson
SRH,Bipul Sharma
SRH,Ravi Bopara
SRH,Laxmi Ratan Shukla
SRH,Trent Boult
SRH,Praveen Kumar
SRH,Siddharth Kaul
SRH,Aditya Tare
SRH,Tirumalasetti Suman
SRH,Yuvraj Singh
SRH,Deepak Hooda
SRH,Vijay Shankar
SRH,Ben Cutting
SRH,Ashish Nehra
SRH,Abhimanyu Mithun
SRH,Mustafizur Rahman
SRH,Barinder Sran
SRH,Eklavya Dwivedi
SRH,Pravin Tambe
SRH,Mohammad Nabi
SRH,Mohammed Siraj
SRH,Rashid Khan
SRH,Chris Jordan
SRH,Ben Laughlin
SRH,Wriddhiman Saha
SRH,Shreevats Goswami
SRH,Sachin Baby
SRH,Manish Pandey
SRH,Alex Hales
SRH,Shakib Al Hasan
SRH,Yusuf Pathan
SRH,Carlos Brathwaite
SRH,Khaleel Ahmed
SRH,Sandeep Sharma
SRH,Basil Thampi
SRH,Billy Stanlake
SRH,T Natarajan
SRH,Jonny Bairstow
SRH,Martin Guptill
SRH,Abhishek Sharma
SRH,Shahbaz Nadeem
SRH,Sanjay Yadav
SRH,Virat Singh
SRH,Priyam Garg
SRH,Abdul Samad
SRH,Mitchell Marsh
SRH,Fabian Allen
SRH,Sandeep Bavanaka
SRH,Prithvi Raj Yarra
SRH,Sherfane Rutherford
SRH,Jason Roy
SRH,Mujeeb Ur Rahman
SRH,Umran Malik
SRH,Jagadeesha Suchith
SRH,Aiden Markram
SRH,Rahul Tripathi
SRH,Glenn Phillips
SRH,Nicholas Pooran
SRH,Vishnu Vinod
SRH,Shashank Singh
SRH,Marco Jansen
SRH,Romario Shepherd
SRH,Washington Sundar
SRH,Sean Abbott
SRH,Shreyas Gopal
SRH,Fazalhaq Farooqi
SRH,Kartik Tyagi
SRH,Shushant Mishra
SRH,Harry Brook
SRH,Mayank Agarwal
SRH,Heinrich Klaasen
SRH,Anmolpreet Singh
SRH,Upendra Singh Yadav
SRH,Vivrant Sharma
SRH,Mayank Dagar
SRH,Samarth Vyas
SRH,Sanvir Singh
SRH,Nitish Kumar Reddy
SRH,Akeal Hosein
SRH,Adil Rashid
SRH,Mayank Markande
SRH,Travis Head
SRH,Shahbaz Ahamad
SRH,Wanindu Hasaranga
SRH,Pat Cummins
SRH,Akash Singh
SRH,Jhathavedh Subramanyan
SRH,Vijayakanth Viyaskanth
SRH,Ishan Kishan
SRH,Atharva Taide
SRH,Abhinav Manohar
SRH,Aniket Verma
SRH,Smaran Ravichandran
SRH,Harshal Patel
SRH,Kamindu Mendis
SRH,Wiaan Mulder
SRH,Harsh Dubey
SRH,Mohammad Shami
SRH,Rahul Chahar
SRH,Simarjeet Singh
SRH,Zeeshan Ansari
SRH,Eshan Malinga
SRH,Salil Arora
SRH,Brydon Carse
SRH,Shivang Kumar
SRH,Krains Fuletra
SRH,Liam Livingstone
SRH,Jack Edwards
SRH,Sakib Hussain
SRH,Onkar Tarmale
SRH,Amit Kumar
SRH,Praful Hinge
SRH,Shivam Mavi
